Province,TotalSessions,DistinctViewers,Race,MaleUsers,FemaleUsers,TotalUsers,Gender,SessionPercentage,AgeCohort,DayOfWeek,SessionDate_SA,HourOfDay,Channel,TotalDurationInSeconds,SessionStartTime_SA,Email,Social Media Handle
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/06,15,Supersport Live Events,1.76E+09,58:00.0,Claud 344@abcmail.com,@Claud 34
Limpopo,1,1,black,1,0,1,male,0.01,Youth (18-24),5,2016/01/21,13,Channel O,1.76E+09,33:00.0,Garry 284@abcmail.com,@Garry 28
Gauteng,1,1,white,0,1,1,female,0.01,Mature Adult (35-44),6,2016/03/11,12,CNN,1.76E+09,30:00.0,Desirae 302@gmail.com,@Desirae 30
None,1,1,None,0,0,1,None,0.01,Kids (0-17),7,2016/03/19,12,CNN,1.76E+09,56:00.0,Minerva 184@abcmail.com,None
Mpumalanga,1,1,white,1,0,1,male,0.01,Adult (25-34),6,2016/03/04,16,Cartoon Network,1.76E+09,19:00.0,Garry 285@mailxyz.com,@Garry 28
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/29,11,ICC Cricket World Cup 2011,1.76E+09,13:00.0,Loyd 494@abcmail.com,@Loyd 49
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Retired (55+),4,2016/03/30,14,ICC Cricket World Cup 2011,1.76E+09,25:00.0,Chas 351@yahoo.com,@Chas 35
Western Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/29,12,Boomerang,1.76E+09,49:00.0,Garry 283@mail.com,@Garry 28
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/23,12,ICC Cricket World Cup 2011,1.76E+09,20:00.0,Earl 424@abcmail.com,@Earl 42
Mpumalanga,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/09,15,ICC Cricket World Cup 2011,1.76E+09,18:00.0,Kyle 65@mailxyz.com,@Kyle 6
Western Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/24,19,Supersport Live Events,1.76E+09,40:00.0,Hugh15@mailxyz.com,@Hugh1
Western Cape,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/02/24,13,ICC Cricket World Cup 2011,1.76E+09,31:00.0,Romeo 374@abcmail.com,@Romeo 37
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Kids (0-17),7,2016/03/19,7,Cartoon Network,1.76E+09,10:00.0,Shane 22@gmail.com,@Shane 2
Western Cape,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/03,10,ICC Cricket World Cup 2011,1.76E+09,29:00.0,Hyman 84@abcmail.com,@Hyman 8
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/07,10,Africa Magic,1.76E+09,47:00.0,Stacy 273@mail.com,@Stacy 27
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Youth (18-24),4,2016/03/30,14,ICC Cricket World Cup 2011,1.76E+09,38:00.0,Michel 202@gmail.com,@Michel 20
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/25,11,Supersport Live Events,1.76E+09,47:00.0,Dee 212@gmail.com,@Dee 21
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/25,16,CNN,1.76E+09,06:00.0,Dee 215@mailxyz.com,@Dee 21
North West,1,1,white,1,0,1,male,0.01,Adult (25-34),4,2016/02/24,10,ICC Cricket World Cup 2011,1.76E+09,44:00.0,Lucas 235@mailxyz.com,@Lucas 23
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/24,14,Supersport Live Events,1.76E+09,33:00.0,Stacy 275@mailxyz.com,@Stacy 27
Eastern Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/13,22,Africa Magic,1.76E+09,35:00.0,Stefan 461@yahoo.com,@Stefan 46
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),4,2016/01/13,15,Channel O,1.76E+09,32:00.0,Hyman 81@yahoo.com,@Hyman 8
Gauteng,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/15,13,ICC Cricket World Cup 2011,1.76E+09,01:00.0,Randy 391@yahoo.com,@Randy 39
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/10,20,Cartoon Network,1.76E+09,55:00.0,Filiberto 41@yahoo.com,@Filiberto 4
Free State,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/05,23,Cartoon Network,1.76E+09,02:00.0,Hyman 82@gmail.com,@Hyman 8
Mpumalanga,1,1,white,1,0,1,male,0.01,Adult (25-34),4,2016/03/23,18,Supersport Live Events,1.76E+09,43:00.0,Donald 224@abcmail.com,@Donald 22
Gauteng,1,1,black,0,1,1,female,0.01,Youth (18-24),2,2016/01/25,1,Boomerang,1.76E+09,01:00.0,Emilie 12@gmail.com,@Emilie 1
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),7,2016/03/05,7,Cartoon Network,1.76E+09,51:00.0,Charlie 362@gmail.com,@Charlie 36
None,1,1,None,0,0,1,None,0.01,Kids (0-17),3,2016/03/29,6,CNN,1.76E+09,51:00.0,Williemae 85@mailxyz.com,None
Mpumalanga,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),6,2016/02/19,13,Supersport Live Events,1.76E+09,29:00.0,Charlie 362@gmail.com,@Charlie 36
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/03/20,2,CNN,1.76E+09,16:00.0,Bret 314@abcmail.com,@Bret 31
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),5,2016/03/03,9,Trace TV,1.76E+09,25:00.0,Abel 181@yahoo.com,@Abel 18
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/01/21,13,Africa Magic,1.76E+09,19:00.0,Claud 345@mailxyz.com,@Claud 34
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/01/23,9,Channel O,1.76E+09,07:00.0,Chas 355@mailxyz.com,@Chas 35
Mpumalanga,1,1,black,0,1,1,female,0.01,Adult (25-34),7,2016/03/26,8,Supersport Live Events,1.76E+09,29:00.0,Tiffani 255@mailxyz.com,@Tiffani 25
Free State,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/02/27,9,Channel O,1.76E+09,56:00.0,Stefan 464@abcmail.com,@Stefan 46
Gauteng,1,1,black,0,1,1,female,0.01,Adult (25-34),2,2016/03/28,12,SawSee,1.76E+09,13:00.0,Shandra 84@abcmail.com,@Shandra 8
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,14,Trace TV,1.76E+09,07:00.0,Stefan 464@abcmail.com,@Stefan 46
Eastern Cape,1,1,white,1,0,1,male,0.01,Youth (18-24),5,2016/03/31,11,E! Entertainment,1.76E+09,28:00.0,Romeo 373@mail.com,@Romeo 37
Limpopo,1,1,black,1,0,1,male,0.01,Youth (18-24),4,2016/02/17,10,Cartoon Network,1.76E+09,54:00.0,Randy 391@yahoo.com,@Randy 39
Free State,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/03/27,11,Trace TV,1.76E+09,34:00.0,Emerson 245@mailxyz.com,@Emerson 24
None,1,1,None,0,0,1,None,0.01,Kids (0-17),6,2016/01/29,19,M-Net,1.76E+09,11:00.0,Desirae 61@yahoo.com,None
Gauteng,1,1,black,0,1,1,female,0.01,Adult (25-34),1,2016/02/28,12,Channel O,1.76E+09,22:00.0,Lesli 252@gmail.com,@Lesli 25
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),1,2016/02/28,20,Trace TV,1.76E+09,31:00.0,Lucas 235@mailxyz.com,@Lucas 23
Eastern Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),4,2016/02/24,12,ICC Cricket World Cup 2011,1.76E+09,51:00.0,Efren 135@mailxyz.com,@Efren 13
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),1,2016/01/31,15,SuperSport Blitz,1.76E+09,11:00.0,Garry 281@yahoo.com,@Garry 28
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),5,2016/03/10,15,Cartoon Network,1.76E+09,43:00.0,Raymundo 433@mail.com,@Raymundo 43
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/12,12,ICC Cricket World Cup 2011,1.76E+09,28:00.0,Hugh11@yahoo.com,@Hugh1
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/03/04,20,Supersport Live Events,1.76E+09,23:00.0,Lane 115@mailxyz.com,@Lane 11
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Kids (0-17),6,2016/02/19,15,ICC Cricket World Cup 2011,1.76E+09,33:00.0,Lane 114@abcmail.com,@Lane 11
Mpumalanga,1,1,white,1,0,1,male,0.01,Youth (18-24),2,2016/03/14,14,Trace TV,1.76E+09,27:00.0,Loyd 493@mail.com,@Loyd 49
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Youth (18-24),4,2016/03/30,10,ICC Cricket World Cup 2011,1.76E+09,33:00.0,Bernardo 324@abcmail.com,@Bernardo 32
Western Cape,1,1,coloured,1,0,1,male,0.01,Retired (55+),1,2016/01/10,14,Supersport Live Events,1.76E+09,05:00.0,Samuel 261@yahoo.com,@Samuel 26
Gauteng,1,1,None,0,1,1,female,0.01,Adult (25-34),2,2016/02/15,13,Cartoon Network,1.76E+09,00:00.0,Torrie 142@gmail.com,@Torrie 14
North West,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/03,22,CNN,1.76E+09,50:00.0,Markus 194@abcmail.com,@Markus 19
